fold,edge_idx,x_eval,activation
0,1,-0.6180904507637024,0.09877574443817139
0,0,-0.6080402135848999,0.5125696063041687
0,1,-0.6080402135848999,0.10383555293083191
0,0,-0.5979899764060974,0.46126049757003784
0,1,-0.5979899764060974,0.10883080959320068
0,0,-0.5879396796226501,0.41157102584838867
0,1,-0.5879396796226501,0.11371195316314697
0,0,-0.5778894424438477,0.3636355400085449
0,1,-0.5778894424438477,0.11842963099479675
0,0,-0.5678392052650452,0.31758803129196167
0,1,-0.5678392052650452,0.12293422222137451
0,0,-0.5577889680862427,0.2735625207424164
0,1,-0.5577889680862427,0.12717637419700623
0,0,-0.5477386713027954,0.2316931039094925
0,1,-0.5477386713027954,0.13110646605491638
0,0,-0.5376884341239929,0.19211414456367493
0,1,-0.5376884341239929,0.13467496633529663
0,0,-0.5276381969451904,0.1549597531557083
0,1,-0.5276381969451904,0.1378326117992401
0,0,-0.5175879597663879,0.12036389112472534
0,1,-0.5175879597663879,0.140529602766037
0,0,-0.5075376629829407,0.08846063911914825
0,1,-0.5075376629829407,0.142716646194458
0,0,-0.4974874258041382,0.05938361585140228
0,1,-0.4974874258041382,0.14434444904327393
0,0,-0.4874371886253357,0.03316605091094971
0,1,-0.4874371886253357,0.1453925371170044
0,0,-0.4773869216442108,0.009647339582443237
0,1,-0.4773869216442108,0.14589637517929077
0,0,-0.4673366844654083,-0.011355087161064148
0,1,-0.4673366844654083,0.14589786529541016
0,0,-0.45728641748428345,-0.030024312436580658
0,1,-0.45728641748428345,0.14543884992599487
0,0,-0.44723618030548096,-0.04654296487569809
0,1,-0.44723618030548096,0.14456143975257874
0,0,-0.43718594312667847,-0.06109391897916794
0,1,-0.43718594312667847,0.14330729842185974
0,0,-0.4271356761455536,-0.0738600492477417
0,1,-0.4271356761455536,0.14171847701072693
0,0,-0.4170854389667511,-0.08502408862113953
0,1,-0.4170854389667511,0.13983672857284546
0,0,-0.4070351719856262,-0.09476891160011292
0,1,-0.4070351719856262,0.13770419359207153
0,0,-0.39698493480682373,-0.1032772809267044
0,1,-0.39698493480682373,0.13536256551742554
0,0,-0.38693466782569885,-0.1107320636510849
0,1,-0.38693466782569885,0.13285380601882935
0,0,-0.37688443064689636,-0.11731603741645813
0,1,-0.37688443064689636,0.13021975755691528
0,0,-0.3668341636657715,-0.1232120543718338
0,1,-0.3668341636657715,0.1275024712085724
0,0,-0.356783926486969,-0.12860289216041565
0,1,-0.356783926486969,0.1247437596321106
0,0,-0.3467336595058441,-0.13367140293121338
0,1,-0.3467336595058441,0.12198543548583984
0,0,-0.3366834223270416,-0.13860036432743073
0,1,-0.3366834223270416,0.11926960945129395
0,0,-0.32663315534591675,-0.1435726433992386
0,1,-0.32663315534591675,0.11663801968097687
0,0,-0.31658291816711426,-0.1487710028886795
0,1,-0.31658291816711426,0.1141325831413269
0,0,-0.3065326511859894,-0.15437829494476318
0,1,-0.3065326511859894,0.11179526150226593
0,0,-0.2964824140071869,-0.16057732701301575
0,1,-0.2964824140071869,0.10966791212558746
0,0,-0.286432147026062,-0.16755089163780212
0,1,-0.286432147026062,0.10779246687889099
0,0,-0.2763819098472595,-0.17548182606697083
0,1,-0.2763819098472595,0.106210857629776
0,0,-0.26633167266845703,-0.18455295264720917
0,1,-0.26633167266845703,0.10496491193771362
0,0,-0.25628140568733215,-0.19494709372520447
0,1,-0.25628140568733215,0.10409651696681976
0,0,-0.24623115360736847,-0.20684458315372467
0,1,-0.24623115360736847,0.10364745557308197
0,0,-0.23618090152740479,-0.22031232714653015
0,1,-0.23618090152740479,0.10364709794521332
0,0,-0.2261306494474411,-0.2352602332830429
0,1,-0.2261306494474411,0.10410842299461365
0,0,-0.21608039736747742,-0.25158655643463135
0,1,-0.21608039736747742,0.10504299402236938
0,0,-0.20603014528751373,-0.2691895365715027
0,1,-0.20603014528751373,0.10646244883537292
0,0,-0.19597989320755005,-0.2879672646522522
0,1,-0.19597989320755005,0.10837836563587189
0,0,-0.18592964112758636,-0.30781811475753784
0,1,-0.18592964112758636,0.11080241203308105
0,0,-0.17587940394878387,-0.32864028215408325
