threshold,cv_r2,best_threshold
0.001,0.9999969729840863,1.0
0.0021544346900318843,0.9999969729840863,1.0
0.004641588833612777,0.9999969729840863,1.0
0.01,0.9999969729840863,1.0
0.021544346900318832,0.9825378955196424,1.0
0.046415888336127774,0.9825405866067838,1.0
0.1,-0.002504373481830835,1.0
0.21544346900318823,-0.002504373481830835,1.0
0.46415888336127775,-0.002504373481830835,1.0
1.0,-2.137913534366512,1.0
