noise_pct,r2_clean,r2_noisy,sigma_recovered,max_coeff_rel_err,runtime_s
0.0,0.9999976835095182,0.999911701886191,0.19985502398154195,0.04283109332543028,4.0255264160223305
0.01,0.9898688889502472,0.9818194646596115,0.1295822839752136,0.7461874270614807,2.0758227920159698
0.02,0.9812804571535937,0.9795650493383493,0.05018518161295982,1.4975188986850034,1.786737124901265
0.05,0.9508250896624224,0.9523252852127327,,2.000188972112425,1.4946181667037308
0.1,0.9199429385799514,0.9321056494571826,,2.5762931543043575,1.3769287499599159
0.15,0.12027295313596409,0.8765852352557514,0.22311341152863082,11.032009026549376,1.2222850415855646
0.2,-0.2861955057895935,0.8595186437848075,0.2240006342921182,12.668803493980445,1.3269205410033464
0.3,-0.9740878093504544,0.8239866872116608,0.24472814799198248,14.667674735353664,1.279259292408824
