ticker,r2,alpha,beta,gamma,drift,cond_number,sigma_at_neg020,sigma_at_neg010,sigma_at_zero,sigma_at_pos010,sigma_at_pos020
AAPL,0.5549777510789177,0.020640180182046133,0.0021414179636904977,-0.4255965633522077,-0.18552700388841142,90.81047191863486,0.05646267842761025,0.12716160093422466,0.1436669070525503,0.12883460849047162,0.0635971795026786
