ticker,r2,alpha,beta,gamma,drift,cond_number,sigma_at_neg020,sigma_at_neg010,sigma_at_zero,sigma_at_pos010,sigma_at_pos020
SPY,0.5624879974874253,-0.0006675668134985981,0.009116940952980337,-0.07840589430915955,-0.147327395978475,129.5054285512771,,,,,
