ticker,cos_sim_bs,cos_sim_merton,closer_to,jump_intensity_est,real_d2VdS2,merton_d2VdS2
SPY,-0.002329307876532526,-0.03622724710621673,BS,0.9517345263378232,-18.12959032575172,1.9048999299744356
QQQ,-0.0016912529003226125,0.2915135052085582,Merton,1.6088716688046902,30.64739529243907,1.9048999299744356
AAPL,-0.0014798553451883304,-0.17267222148396863,BS,0.7302381111977289,-13.910305268852177,1.9048999299744356
MSFT,-0.00011090924798696689,0.9978453673501587,Merton,73.95733478299682,1408.8132184922654,1.9048999299744356
