ticker,r2,alpha,beta,gamma,drift,cond_number,sigma_at_neg020,sigma_at_neg010,sigma_at_zero,sigma_at_pos010,sigma_at_pos020
MSFT,0.6224919619398814,0.05410842862011726,0.19397517481124282,0.02963882108652334,-0.16341228265015864,104.4688918011208,0.12844822498318,0.1871023766547561,0.23261218502072772,0.2716658504709541,0.30673932976686696
