metric,value
relative_l2_error,0.4804298497071191
mae,3.127087986170688
max_error,51.17613615184223
r2,0.5988435934548725
full_grid_rel_l2,0.46275156754441626
full_grid_mae,2.8321764060475236
bc_relative_error,0.1108756929040589
