ticker,r2,alpha,beta,gamma,drift,cond_number,sigma_at_neg020,sigma_at_neg010,sigma_at_zero,sigma_at_pos010,sigma_at_pos020
QQQ,0.6332507234707543,0.017158881131729888,0.01379928241594843,-0.4731220063283495,-0.1595703335520976,105.92217130075541,,0.10510819581198962,0.1309919124668767,0.11750569905345544,0.031525503354991685
