edge,input,fin_name,bs_linear_r2,spy_linear_r2,spy_nonlinear,bs_slope,spy_slope,bs_range,spy_range
1,V,Discounting (V),0.4810559703486694,0.8097518368794384,True,-0.01761210356821612,-0.9090765706816537,0.0498267263174057,1.4928417205810547
2,dV/dS,Delta (dV/dS),0.9845445239012242,0.827476583589918,True,-0.46620796874073617,-0.6617704101966336,0.8753994703292847,1.2043540477752686
3,d2V/dS2,Gamma (d2V/dS2),0.9622311036678771,0.8111625200032191,True,-0.8742614173709423,0.16426062583669873,1.4970110654830933,0.26746493577957153
4,S*dV/dS,Dollar Delta (S dV/dS),0.8171381577756652,0.9515081977515873,False,-0.4130022575146423,1.1891646812042929,0.704421877861023,1.883858323097229
5,S^2*d2V/dS2,Dollar Gamma (S2 d2V/dS2),0.9492048933754232,0.7162491412939445,True,-0.8227361748906479,-0.16278894813457662,1.4266760349273682,0.30266666412353516
