kernel,edge_idx,x_eval,activation
RBF,1,-0.2261306494474411,0.400264710187912
RBF,0,-0.21608039736747742,-0.44659423828125
RBF,1,-0.21608039736747742,0.40946194529533386
RBF,0,-0.20603014528751373,-0.4505480229854584
RBF,1,-0.20603014528751373,0.4190753698348999
RBF,0,-0.19597989320755005,-0.4536363184452057
RBF,1,-0.19597989320755005,0.42905718088150024
RBF,0,-0.18592964112758636,-0.4559628665447235
RBF,1,-0.18592964112758636,0.4393596053123474
RBF,0,-0.17587940394878387,-0.4576314687728882
RBF,1,-0.17587940394878387,0.44993484020233154
RBF,0,-0.1658291518688202,-0.4587458670139313
RBF,1,-0.1658291518688202,0.46073514223098755
RBF,0,-0.1557788997888565,-0.45940980315208435
RBF,1,-0.1557788997888565,0.471712589263916
RBF,0,-0.14572864770889282,-0.459727019071579
RBF,1,-0.14572864770889282,0.4828195571899414
RBF,0,-0.13567839562892914,-0.4598012864589691
RBF,1,-0.13567839562892914,0.4940081238746643
RBF,0,-0.12562814354896545,-0.45973655581474304
RBF,1,-0.12562814354896545,0.5052306652069092
RBF,0,-0.11557789146900177,-0.4596363306045532
RBF,1,-0.11557789146900177,0.5164391398429871
RBF,0,-0.10552763938903809,-0.45960453152656555
RBF,1,-0.10552763938903809,0.527586042881012
RBF,0,-0.0954773873090744,-0.45974481105804443
RBF,1,-0.0954773873090744,0.5386232733726501
RBF,0,-0.08542713522911072,-0.460161030292511
RBF,1,-0.08542713522911072,0.5495033264160156
RBF,0,-0.07537688314914703,-0.4609569013118744
RBF,1,-0.07537688314914703,0.5601782202720642
RBF,0,-0.06532663106918335,-0.462236225605011
RBF,1,-0.06532663106918335,0.5706002712249756
RBF,0,-0.055276382714509964,-0.46410274505615234
RBF,1,-0.055276382714509964,0.5807217955589294
RBF,0,-0.04522613063454628,-0.4666602313518524
RBF,1,-0.04522613063454628,0.590494692325592
RBF,0,-0.035175878554582596,-0.47001245617866516
RBF,1,-0.035175878554582596,0.5998713970184326
RBF,0,-0.02512562833726406,-0.47426313161849976
RBF,1,-0.02512562833726406,0.6088039875030518
RBF,0,-0.015075377188622952,-0.47951608896255493
RBF,1,-0.015075377188622952,0.6172448992729187
RBF,0,-0.005025125574320555,-0.48587509989738464
RBF,1,-0.005025125574320555,0.625146210193634
RBF,0,0.005025125574320555,-0.4934398829936981
RBF,1,0.005025125574320555,0.6324614882469177
RBF,0,0.015075377188622952,-0.5022190809249878
RBF,1,0.015075377188622952,0.6391796469688416
RBF,0,0.02512562833726406,-0.512130081653595
RBF,1,0.02512562833726406,0.6453244090080261
RBF,0,0.035175878554582596,-0.5230863690376282
RBF,1,0.035175878554582596,0.650921106338501
RBF,0,0.04522613063454628,-0.5350010991096497
RBF,1,0.04522613063454628,0.6559947729110718
RBF,0,0.055276382714509964,-0.5477880239486694
RBF,1,0.055276382714509964,0.6605709195137024
RBF,0,0.06532663106918335,-0.5613603591918945
RBF,1,0.06532663106918335,0.6646745800971985
RBF,0,0.07537688314914703,-0.5756316184997559
RBF,1,0.07537688314914703,0.6683311462402344
RBF,0,0.08542713522911072,-0.59051513671875
RBF,1,0.08542713522911072,0.6715658903121948
RBF,0,0.0954773873090744,-0.6059243679046631
RBF,1,0.0954773873090744,0.674403965473175
RBF,0,0.10552763938903809,-0.6217727661132812
RBF,1,0.10552763938903809,0.6768708229064941
RBF,0,0.11557789146900177,-0.6379736661911011
RBF,1,0.11557789146900177,0.6789914965629578
RBF,0,0.12562814354896545,-0.6544406414031982
RBF,1,0.12562814354896545,0.6807913184165955
RBF,0,0.13567839562892914,-0.671086847782135
RBF,1,0.13567839562892914,0.6822956204414368
RBF,0,0.14572864770889282,-0.6878259181976318
RBF,1,0.14572864770889282,0.6835296750068665
RBF,0,0.1557788997888565,-0.7045713663101196
RBF,1,0.1557788997888565,0.684518575668335
RBF,0,0.1658291518688202,-0.7212362885475159
RBF,1,0.1658291518688202,0.6852878332138062
RBF,0,0.17587940394878387,-0.7377342581748962
RBF,1,0.17587940394878387,0.6858623623847961
RBF,0,0.18592964112758636,-0.7539786696434021
RBF,1,0.18592964112758636,0.6862677335739136
RBF,0,0.19597989320755005,-0.7698830366134644
RBF,1,0.19597989320755005,0.6865290403366089
RBF,0,0.20603014528751373,-0.7853606939315796
RBF,1,0.20603014528751373,0.6866716146469116
RBF,0,0.21608039736747742,-0.8003251552581787
RBF,1,0.21608039736747742,0.6867207288742065
RBF,0,0.2261306494474411,-0.8146896362304688
RBF,1,0.2261306494474411,0.6867015361785889
RBF,0,0.23618090152740479,-0.8283677697181702
RBF,1,0.23618090152740479,0.6866394281387329
RBF,0,0.24623115360736847,-0.8412729501724243
RBF,1,0.24623115360736847,0.6865595579147339
RBF,0,0.25628140568733215,-0.8533236384391785
RBF,1,0.25628140568733215,0.686486005783081
RBF,0,0.26633167266845703,-0.8645122051239014
RBF,1,0.26633167266845703,0.6864286661148071
