l1_weight,edge_idx,x_eval,activation
0.001,0,0.1658291518688202,-0.7930151224136353
0.001,1,0.1658291518688202,0.9361971616744995
0.001,0,0.17587940394878387,-0.8078135251998901
0.001,1,0.17587940394878387,0.9331676959991455
0.001,0,0.18592964112758636,-0.8222908973693848
0.001,1,0.18592964112758636,0.9300252199172974
0.001,0,0.19597989320755005,-0.8363810181617737
0.001,1,0.19597989320755005,0.926839292049408
0.001,0,0.20603014528751373,-0.8500170111656189
0.001,1,0.20603014528751373,0.923678994178772
0.001,0,0.21608039736747742,-0.8631325364112854
0.001,1,0.21608039736747742,0.9206138849258423
0.001,0,0.2261306494474411,-0.8756608366966248
0.001,1,0.2261306494474411,0.9177130460739136
0.001,0,0.23618090152740479,-0.8875354528427124
0.001,1,0.23618090152740479,0.915045976638794
0.001,0,0.24623115360736847,-0.8986896872520447
0.001,1,0.24623115360736847,0.9126817584037781
0.001,0,0.25628140568733215,-0.9090612530708313
0.001,1,0.25628140568733215,0.9106859564781189
0.001,0,0.26633167266845703,-0.9186474680900574
0.001,1,0.26633167266845703,0.9090741276741028
0.001,0,0.2763819098472595,-0.9274877905845642
0.001,1,0.2763819098472595,0.9078254103660583
0.001,0,0.286432147026062,-0.9356226921081543
0.001,1,0.286432147026062,0.9069181680679321
0.001,0,0.2964824140071869,-0.9430934190750122
0.001,1,0.2964824140071869,0.9063307046890259
0.001,0,0.3065326511859894,-0.9499399662017822
0.001,1,0.3065326511859894,0.9060414433479309
0.001,0,0.31658291816711426,-0.9562032222747803
0.001,1,0.31658291816711426,0.9060288667678833
0.001,0,0.32663315534591675,-0.9619237184524536
0.001,1,0.32663315534591675,0.9062711596488953
0.001,0,0.3366834223270416,-0.9671421647071838
0.001,1,0.3366834223270416,0.9067468047142029
0.001,0,0.3467336595058441,-0.9718990921974182
0.001,1,0.3467336595058441,0.9074341058731079
0.001,0,0.356783926486969,-0.9762350916862488
0.001,1,0.356783926486969,0.9083114862442017
0.001,0,0.3668341636657715,-0.9801910519599915
0.001,1,0.3668341636657715,0.9093573093414307
0.001,0,0.37688443064689636,-0.9838073253631592
0.001,1,0.37688443064689636,0.9105499982833862
0.001,0,0.38693466782569885,-0.9871246814727783
0.001,1,0.38693466782569885,0.9118679165840149
0.001,0,0.39698493480682373,-0.9901837110519409
0.001,1,0.39698493480682373,0.9132893085479736
0.001,0,0.4070351719856262,-0.9930250644683838
0.001,1,0.4070351719856262,0.9147927761077881
0.001,0,0.4170854389667511,-0.9956891536712646
0.001,1,0.4170854389667511,0.9163563251495361
0.001,0,0.4271356761455536,-0.998216986656189
0.001,1,0.4271356761455536,0.9179587960243225
0.001,0,0.43718594312667847,-1.000648856163025
0.001,1,0.43718594312667847,0.9195782542228699
0.001,0,0.44723618030548096,-1.0030256509780884
0.001,1,0.44723618030548096,0.9211931228637695
0.001,0,0.45728641748428345,-1.005387783050537
0.001,1,0.45728641748428345,0.9227818846702576
0.001,0,0.4673366844654083,-1.0077760219573975
0.001,1,0.4673366844654083,0.9243228435516357
0.001,0,0.4773869216442108,-1.0102306604385376
0.001,1,0.4773869216442108,0.9257943034172058
0.001,0,0.4874371886253357,-1.0127928256988525
0.001,1,0.4874371886253357,0.9271746873855591
0.001,0,0.4974874258041382,-1.0155028104782104
0.001,1,0.4974874258041382,0.9284424185752869
0.001,0,0.5075376629829407,-1.0183985233306885
0.001,1,0.5075376629829407,0.9295778870582581
0.001,0,0.5175879597663879,-1.0214918851852417
0.001,1,0.5175879597663879,0.9305797815322876
0.001,0,0.5276381969451904,-1.024781346321106
0.001,1,0.5276381969451904,0.9314558506011963
0.001,0,0.5376884341239929,-1.0282658338546753
0.001,1,0.5376884341239929,0.9322140216827393
0.001,0,0.5477386713027954,-1.0319437980651855
0.001,1,0.5477386713027954,0.9328625798225403
0.001,0,0.5577889680862427,-1.0358140468597412
0.001,1,0.5577889680862427,0.9334092736244202
0.001,0,0.5678392052650452,-1.0398749113082886
0.001,1,0.5678392052650452,0.9338620901107788
0.001,0,0.5778894424438477,-1.0441251993179321
0.001,1,0.5778894424438477,0.9342290163040161
0.001,0,0.5879396796226501,-1.048563838005066
0.001,1,0.5879396796226501,0.9345180988311768
0.001,0,0.5979899764060974,-1.0531890392303467
0.001,1,0.5979899764060974,0.9347373247146606
0.001,0,0.6080402135848999,-1.057999610900879
0.001,1,0.6080402135848999,0.9348945617675781
0.001,0,0.6180904507637024,-1.0629940032958984
0.001,1,0.6180904507637024,0.9349977970123291
0.001,0,0.6281406879425049,-1.0681711435317993
0.001,1,0.6281406879425049,0.935055136680603
0.001,0,0.6381909251213074,-1.073529601097107
0.001,1,0.6381909251213074,0.9350744485855103
0.001,0,0.6482412219047546,-1.0790678262710571
0.001,1,0.6482412219047546,0.9350638389587402
0.001,0,0.6582914590835571,-1.0847843885421753
0.001,1,0.6582914590835571,0.9350311160087585
0.001,0,0.6683416962623596,-1.0906779766082764
0.001,1,0.6683416962623596,0.9349843263626099
0.001,0,0.6783919334411621,-1.0967473983764648
0.001,1,0.6783919334411621,0.9349315166473389
0.001,0,0.6884422302246094,-1.1029914617538452
0.001,1,0.6884422302246094,0.9348806142807007
0.001,0,0.6984924674034119,-1.1094081401824951
0.001,1,0.6984924674034119,0.9348395466804504
