ticker,sigma_mean,sigma_std,ci_low,ci_high,n_success,n_total,sigmas
SPY,0.13241760297969568,0.03123810536961525,0.0818829287920608,0.16713762648983996,50,50,"[0.16401306707844612, 0.08016889846031067, 0.04254214836626008, 0.1640007435097674, 0.13208713966376132, 0.11359031534486295, 0.11779607196569945, 0.15548798141679973, 0.16394512634654881, 0.15964020819802333, 0.167025889132126, 0.12419227017663503, 0.16535765462155547, 0.1657246187978391, 0.16000023537671176, 0.11845166064901028, 0.12348719517942884, 0.16107222457281223, 0.12109986661591748, 0.11889256058964022, 0.0988822730313272, 0.1621157431922668, 0.09759767071604365, 0.16009570055048092, 0.16279099365269817, 0.16676299306687065, 0.1200695876741735, 0.09856567020901695, 0.0877868110458668, 0.13510197236880103, 0.1644055649456308, 0.16717006636788595, 0.16433291363941768, 0.12572252115249508, 0.11555767246735736, 0.12057667656379761, 0.09786740523760905, 0.10640294065451703, 0.16209639362577405, 0.11587694759090619, 0.15014440227592085, 0.18058711768756863, 0.1143258767818767, 0.09367981104232667, 0.09043560937882152, 0.16072618367530628, 0.09671532184723784, 0.16286254069611228, 0.09889065011757081, 0.12415824166694996]"
